Ver. 2010.09,,Town,Lat. ,Long. ,Trees,Beech,Maples,Birches,Ashs,Hemlock,Basswood,Elms,Pines,Hickories,Spruces,Fir,Cedar,Oaks,Chestnut,Ironwoods,Poplars,Tamarack,Cherries,Chamae'is,Nyssa,Juglans ,Buttonwood,Liriodendron ,Magnolia,Other
NY,%,St Regis StL Canada line ,44.95,-74.71,116,29.31%,10.34%,4.31%,5.17%,16.38%,5.17%,3.45%,1.72%,0.86%,11.21%,1.72%,3.45%,3.45%,0.00%,0.00%,0.86%,2.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Refugee Tract combi,44.85,-73.77,121,22.31%,9.09%,9.92%,4.13%,15.70%,0.83%,0.83%,0.00%,0.00%,25.62%,8.26%,0.83%,0.00%,0.00%,2.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Dean's Patent (Chazy) ,44.8343,-73.4593,130,36.92%,18.46%,4.62%,9.23%,6.92%,4.62%,0.77%,0.00%,0.77%,1.54%,0.00%,3.08%,3.85%,0.00%,5.38%,3.08%,0.00%,0.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Madrid,44.82,-75.16,143,25.17%,16.08%,4.90%,11.19%,18.18%,2.80%,4.20%,4.90%,0.00%,0.70%,0.00%,4.90%,2.10%,0.00%,1.40%,1.40%,1.40%,0.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,East 3 of 10 Towns ,44.77,-74.95,93,48.39%,21.51%,5.38%,2.15%,7.53%,0.00%,2.15%,1.08%,0.00%,6.45%,0.00%,5.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Macomb GL #1  NE edge & OMT #6,44.69,-74.27,158,28.48%,14.56%,6.33%,0.63%,3.80%,0.63%,0.00%,13.29%,0.00%,18.35%,7.59%,3.80%,0.00%,0.00%,0.00%,0.63%,1.27%,0.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,OMT #9,44.63,-74.06,426,26.53%,6.10%,15.49%,0.70%,4.23%,0.00%,0.00%,0.23%,0.00%,37.79%,7.28%,1.41%,0.00%,0.00%,0.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,north GL#2,44.63,-74.72,68,51.47%,11.76%,8.82%,2.94%,10.29%,0.00%,2.94%,0.00%,0.00%,4.41%,0.00%,1.47%,1.47%,0.00%,1.47%,0.00%,2.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Macomb GL1 #14&15,44.54,-74.38,89,26.97%,16.85%,10.11%,0.00%,3.37%,0.00%,0.00%,0.00%,0.00%,26.97%,10.11%,2.25%,0.00%,0.00%,0.00%,0.00%,3.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Hague & Shore,44.48,-75.72,104,9.62%,10.58%,19.23%,6.73%,9.62%,1.92%,0.96%,17.31%,0.00%,0.00%,0.00%,3.85%,11.54%,0.00%,0.00%,6.73%,0.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.96%
NY,%,#10 OMT,44.4783,-74.0133,615,29.43%,7.15%,9.43%,0.00%,4.39%,0.00%,0.00%,0.98%,0.00%,32.68%,12.68%,0.98%,0.00%,0.00%,0.00%,0.00%,1.95%,0.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Dekalb & line interior GL #3,44.41,-75.49,136,25.74%,14.71%,8.82%,5.15%,14.71%,2.94%,1.47%,1.47%,0.00%,22.06%,0.00%,0.00%,0.74%,0.00%,0.74%,0.74%,0.00%,0.00%,0.00%,0.00%,0.74%,0.00%,0.00%,0.00%,0.00%
NY,%,Peru Bay Tract,44.4067,-73.4517,270,28.15%,16.67%,4.07%,1.48%,18.89%,1.85%,1.48%,12.96%,1.11%,7.04%,0.00%,2.22%,3.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%
NY,%,Jay & Whiteface,44.4,-73.875,93,24.73%,10.75%,4.30%,2.15%,3.23%,0.00%,0.00%,2.15%,0.00%,31.18%,11.83%,1.08%,1.08%,0.00%,3.23%,2.15%,0.00%,2.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Jay (NY) Tract E,44.3933,-73.74,102,21.57%,15.69%,3.92%,3.92%,0.98%,2.94%,1.96%,21.57%,0.00%,15.69%,0.00%,0.98%,5.88%,0.00%,1.96%,2.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,OMT #11,44.34,-74.03,392,20.15%,12.76%,14.29%,0.26%,3.06%,0.26%,0.00%,1.02%,0.00%,26.53%,13.01%,2.55%,0.00%,0.00%,1.02%,1.02%,3.83%,0.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Henry's Survey,44.31,-73.65,426,30.52%,11.27%,15.73%,1.41%,7.04%,1.41%,0.23%,2.82%,0.00%,24.41%,1.88%,0.00%,1.88%,0.00%,0.70%,0.47%,0.00%,0.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Alexandria (Macomb#4),44.3017,-75.84333,266,31.20%,17.29%,6.39%,6.77%,15.04%,3.76%,2.26%,6.39%,0.00%,0.00%,0.00%,0.38%,4.14%,0.00%,4.89%,1.13%,0.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Macomb GL1 #23 (Killarney),44.26,-74.34,72,30.56%,11.11%,13.89%,0.00%,18.06%,0.00%,0.00%,4.17%,0.00%,12.50%,0.00%,6.94%,0.00%,0.00%,0.00%,0.00%,2.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Antwerp (Macomb # 4),44.234,-75.6145,161,45.96%,20.50%,6.83%,4.35%,9.32%,2.48%,3.73%,0.00%,0.00%,2.48%,0.00%,0.00%,0.62%,0.00%,0.62%,0.62%,2.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Taylor & Kimball (Kelly Tract) Westport&Lewis,44.2241,-73.4494,66,30.30%,9.09%,3.03%,4.55%,27.27%,1.52%,1.52%,6.06%,0.00%,10.61%,0.00%,1.52%,3.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.52%,0.00%,0.00%,0.00%
NY,%,Split Rock Tract,44.2217,-73.3883,62,20.97%,14.52%,0.00%,6.45%,24.19%,1.61%,0.00%,8.06%,0.00%,4.84%,0.00%,3.23%,14.52%,0.00%,1.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,OMT #1 E&W,44.22,-73.67,128,32.03%,14.06%,7.03%,1.56%,6.25%,1.56%,0.78%,0.00%,0.00%,21.88%,9.38%,0.00%,0.78%,0.00%,2.34%,1.56%,0.00%,0.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,OMT #12S,44.18,-73.98,71,22.54%,11.27%,14.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23.94%,25.35%,2.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Roaring Brook Tract,44.17,-73.72,80,22.50%,0.00%,12.50%,2.50%,22.50%,2.50%,0.00%,1.25%,0.00%,26.25%,8.75%,0.00%,0.00%,0.00%,1.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,South of #2 along T&C,44.16,-74.88,165,33.94%,7.88%,8.48%,3.03%,6.06%,0.00%,0.00%,1.82%,0.00%,22.42%,4.24%,0.61%,0.00%,0.00%,0.00%,0.00%,10.91%,0.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Iron Ore Tract,44.15,-73.53,360,38.89%,11.67%,7.22%,1.39%,11.67%,1.94%,0.83%,3.89%,0.00%,16.39%,0.28%,1.39%,0.56%,0.00%,0.83%,1.94%,0.00%,1.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Lyme-Clayton-Carleton,44.15,-76.2038,267,20.97%,18.73%,1.87%,10.11%,4.12%,5.62%,2.62%,7.87%,1.87%,0.37%,0.00%,2.62%,11.61%,0.37%,7.12%,2.62%,0.75%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.75%
NY,%,Diana (Macomb #4 triangle) ,44.10467,-75.379,237,48.95%,11.39%,10.55%,1.69%,16.03%,0.42%,0.84%,0.42%,0.00%,8.02%,0.00%,0.84%,0.00%,0.00%,0.00%,0.00%,0.84%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Philadelphia/Leray (Macomb #4),44.0992,-75.6862,156,44.87%,17.95%,1.92%,5.13%,10.26%,4.49%,3.21%,8.33%,0.00%,0.00%,0.00%,0.00%,0.64%,0.00%,1.92%,0.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.64%
NY,%,North River Head Tract,44.0967,-73.675,166,34.94%,3.01%,10.84%,1.81%,24.70%,0.60%,0.00%,0.60%,0.00%,19.88%,0.60%,0.60%,0.60%,0.00%,0.60%,0.60%,0.00%,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Pamelia/Brownfield (Macomb #4),44.0904,-75.91,220,24.09%,33.18%,2.27%,10.91%,5.45%,5.91%,3.64%,4.55%,0.45%,0.00%,0.00%,0.00%,1.36%,0.00%,7.73%,0.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T&C #50,44.085,-74.3033,78,25.64%,10.26%,19.23%,0.00%,8.97%,0.00%,0.00%,1.28%,0.00%,25.64%,8.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T&C #37,44.065,-74.72,128,25.78%,8.59%,3.91%,0.00%,3.91%,0.00%,0.00%,1.56%,0.00%,36.72%,16.41%,1.56%,0.00%,0.00%,0.00%,0.00%,1.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T&C #23,44.0333,-74.57,248,23.39%,11.69%,10.89%,0.40%,4.44%,0.40%,0.00%,1.21%,0.00%,34.68%,9.68%,0.40%,0.00%,0.00%,0.00%,0.00%,2.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T&C #43 & N/ #38,44.0317,-74.975,225,28.89%,4.44%,9.33%,0.00%,4.44%,0.00%,0.00%,0.44%,0.00%,43.56%,5.78%,0.00%,0.00%,0.00%,0.00%,0.00%,3.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T 4 Black River  combi,43.97,-75.7,214,48.13%,22.43%,5.61%,5.61%,9.81%,3.74%,0.93%,0.00%,0.00%,1.40%,0.47%,0.00%,0.00%,0.00%,0.93%,0.00%,0.00%,0.00%,0.00%,0.00%,0.93%,0.00%,0.00%,0.00%,0.00%
NY,%,Paradox Tract,43.96,-73.68,454,30.84%,5.51%,9.25%,1.10%,29.74%,0.00%,0.44%,8.15%,0.00%,11.45%,0.66%,1.98%,0.22%,0.00%,0.22%,0.22%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.00%
NY,%,T&C #27,43.95,-74.1667,115,24.35%,13.91%,15.65%,0.87%,1.74%,0.00%,0.00%,0.87%,0.00%,30.43%,9.57%,0.87%,0.00%,0.00%,0.00%,0.00%,0.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.87%
NY,%,T 3 Black River (Rutland) combi ,43.95,-75.79,496,37.70%,32.26%,3.02%,4.44%,2.82%,3.83%,3.63%,3.02%,0.00%,0.60%,0.00%,0.00%,3.43%,0.40%,4.84%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T&C #42,43.9483,-74.905,141,19.86%,9.93%,15.60%,0.00%,4.26%,0.00%,0.00%,0.00%,0.00%,34.75%,12.06%,0.00%,0.00%,0.00%,0.00%,0.00%,3.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T&C #39 ,43.94,-74.74,164,26.83%,4.88%,10.98%,0.61%,1.83%,0.00%,0.00%,0.00%,0.00%,41.46%,9.15%,0.00%,0.00%,0.00%,0.00%,0.00%,3.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.61%
NY,%,T 2 (Watertown),43.94,-75.92,67,32.84%,31.34%,4.48%,7.46%,1.49%,4.48%,7.46%,0.00%,1.49%,0.00%,0.00%,0.00%,0.00%,0.00%,7.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.49%,0.00%,0.00%
NY,%,SummersVale,43.93,-73.5,222,62.16%,8.56%,3.15%,3.15%,6.31%,1.35%,0.00%,0.90%,0.00%,11.71%,0.00%,0.45%,0.45%,0.00%,1.35%,0.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,West of Road Patent,43.91,-73.82,235,31.91%,5.96%,11.49%,0.00%,17.45%,0.00%,0.00%,0.43%,0.00%,26.81%,2.55%,1.70%,0.00%,0.00%,1.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T 6 Black River (Henderson),43.85,-76.16,126,26.98%,26.19%,4.76%,10.32%,3.17%,4.76%,0.79%,0.79%,2.38%,1.59%,0.00%,4.76%,4.76%,0.00%,6.35%,2.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T 7 Black River (Adams),43.85,-76.04,123,43.09%,34.15%,3.25%,8.13%,1.63%,5.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.81%,0.00%,3.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T 9 Black River (Pickney),43.84,-75.78,229,45.41%,26.64%,3.06%,6.99%,4.80%,0.00%,2.18%,0.00%,0.00%,8.30%,0.44%,0.00%,0.00%,0.00%,2.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Schroon Tract,43.8233,-73.6983,136,23.53%,3.68%,4.41%,0.00%,38.97%,0.74%,0.00%,2.21%,0.00%,22.06%,0.00%,3.68%,0.00%,0.00%,0.74%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T 11 Black River (Lowville) combi ,43.82,-75.52,118,32.20%,30.51%,10.17%,5.93%,7.63%,0.00%,7.63%,0.85%,0.00%,0.00%,0.00%,5.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Hoffman Twp.,43.817,-73.881667,84,41.67%,5.95%,21.43%,0.00%,5.95%,0.00%,0.00%,0.00%,0.00%,23.81%,0.00%,0.00%,0.00%,0.00%,1.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T&C #6 ,43.7933,-74.575,93,20.43%,5.38%,15.05%,0.00%,2.15%,0.00%,0.00%,0.00%,0.00%,46.24%,6.45%,1.08%,0.00%,0.00%,0.00%,0.00%,2.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.08%
NY,%,"T&C #25 & bet #12,14",43.77,-73.98,84,35.71%,2.38%,20.24%,1.19%,14.29%,0.00%,1.19%,3.57%,0.00%,19.05%,1.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.19%
NY,%,Hutton's Bush,43.758,-73.392,187,21.93%,6.95%,3.21%,9.09%,35.83%,2.14%,2.14%,5.35%,1.07%,0.00%,0.00%,0.00%,7.49%,0.00%,3.21%,1.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T 1-2 Boylston (Lorrain-Worth),43.74,-75.91,92,64.13%,15.22%,7.61%,3.26%,5.43%,0.00%,0.00%,0.00%,0.00%,2.17%,0.00%,0.00%,0.00%,0.00%,2.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T 3 Constable (Montague),43.73,-75.7,79,24.05%,18.99%,15.19%,5.06%,0.00%,0.00%,1.27%,0.00%,0.00%,32.91%,2.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T 4-5 Boylston (Martinsburg),43.72,-75.53,84,27.38%,22.62%,19.05%,5.95%,10.71%,3.57%,3.57%,0.00%,0.00%,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Brandt Lake Tract,43.7167,-73.7317,331,35.65%,7.55%,6.95%,2.72%,22.96%,1.21%,0.60%,1.21%,0.00%,17.82%,0.30%,0.60%,0.60%,0.00%,0.60%,0.30%,0.00%,0.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.60%
NY,%,John Brown #2 & #1 combi,43.71,-75.13,348,22.99%,11.21%,17.53%,0.00%,10.06%,0.00%,0.00%,1.15%,0.00%,31.32%,2.87%,0.00%,0.00%,0.00%,0.00%,0.57%,1.72%,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.29%
NY,%,Ellisburg composite ,43.7069,-76.1631,51,43.14%,17.65%,5.88%,7.84%,7.84%,5.88%,3.92%,0.00%,1.96%,1.96%,0.00%,0.00%,1.96%,0.00%,0.00%,0.00%,0.00%,1.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,MRT #3,43.705,-74.7967,134,29.85%,7.46%,8.96%,0.75%,4.48%,0.75%,0.00%,0.00%,0.00%,42.54%,5.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,MRT #2,43.66,-74.88,145,24.83%,11.72%,8.28%,0.00%,4.14%,0.00%,0.00%,0.00%,0.00%,47.59%,2.76%,0.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Brantingham Tract,43.66,-75.28,552,37.86%,8.15%,11.78%,2.54%,22.64%,0.54%,0.00%,0.91%,0.00%,13.22%,0.72%,0.00%,0.00%,0.00%,0.54%,0.54%,0.36%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,No. 6 Bolyston,43.65,-75.97,53,64.15%,11.32%,3.77%,1.89%,15.09%,0.00%,1.89%,0.00%,0.00%,1.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,MRT #4,43.64,-74.72,132,17.42%,6.06%,16.67%,0.76%,2.27%,0.00%,0.00%,2.27%,0.00%,31.06%,20.45%,0.00%,0.00%,0.00%,0.00%,0.00%,1.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.52%
NY,%,Osceola (Montague),43.638,-75.6877,64,40.63%,14.06%,6.25%,0.00%,3.13%,0.00%,1.56%,0.00%,0.00%,26.56%,3.13%,0.00%,0.00%,0.00%,0.00%,0.00%,3.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.56%
NY,%,Tongue Mt. Tract,43.63,-73.58,88,29.55%,5.68%,7.95%,0.00%,10.23%,1.14%,0.00%,15.91%,1.14%,11.36%,0.00%,1.14%,12.50%,0.00%,2.27%,1.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Northwest Bay Tract,43.62,-73.65,219,33.33%,5.94%,11.42%,4.11%,11.87%,0.46%,0.00%,4.57%,0.00%,10.50%,0.00%,0.00%,10.05%,5.02%,1.83%,0.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T 10 Sandy Creek combi,43.6,-76.17,102,29.41%,21.57%,11.76%,3.92%,14.71%,0.00%,0.00%,1.96%,0.00%,0.00%,0.00%,0.00%,7.84%,2.94%,2.94%,0.00%,2.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,MRT #1,43.5983,-75.015,328,43.60%,8.54%,9.15%,0.00%,3.05%,0.00%,0.00%,0.00%,0.00%,33.54%,1.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%
NY,%,South Bay Tract,43.58,-73.4867,222,35.59%,4.50%,6.31%,3.15%,30.63%,0.45%,1.35%,6.31%,0.00%,7.66%,0.00%,0.00%,3.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.45%
NY,%,T&C Gore bt/ 11/Dart,43.552,-73.993,54,42.59%,11.11%,3.70%,0.00%,11.11%,0.00%,1.85%,1.85%,0.00%,25.93%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.85%
NY,%,Inmans Tract,43.53,-75.4,108,21.30%,10.19%,3.70%,0.00%,23.15%,1.85%,4.63%,0.00%,0.00%,34.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.93%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T 13 Constable [Boylston],43.53,-75.7,52,40.38%,13.46%,17.31%,0.00%,0.00%,1.92%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.92%,0.00%,0.00%,0.00%,0.00%
NY,%,"South line Macomb 6 (10,11,12 Bolyston)",43.53,-75.83,183,34.97%,11.48%,7.10%,1.64%,13.66%,3.28%,0.55%,0.00%,0.00%,22.95%,1.09%,0.00%,0.00%,0.00%,0.55%,0.00%,2.19%,0.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Skenesboro-Hampton combi,43.53,-73.36,242,27.27%,12.81%,2.89%,2.48%,27.69%,3.72%,6.20%,3.72%,2.48%,0.00%,0.00%,0.00%,1.24%,0.00%,4.55%,1.24%,0.00%,0.00%,0.00%,0.00%,2.48%,1.24%,0.00%,0.00%,0.00%
NY,%,MRT #9,43.5,-74.57,186,30.65%,9.14%,13.98%,0.00%,4.30%,0.54%,0.00%,0.00%,0.00%,27.42%,12.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.08%
NY,%,Ft. Ann,43.49,-73.53,179,25.70%,4.47%,6.15%,1.12%,26.82%,1.12%,1.12%,11.17%,0.56%,10.06%,0.00%,0.56%,7.82%,0.00%,1.68%,1.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,T 1 Constable combi,43.47,-75.59,213,42.72%,13.15%,7.98%,6.10%,9.39%,0.47%,0.00%,0.00%,0.00%,19.25%,0.47%,0.00%,0.00%,0.00%,0.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
