Ver. 2010.09,,Town,Lat. ,Long. ,Trees,Beech,Maples,Birches,Ashs,Hemlock,Basswood,Elms,Pines,Hickories,Spruces,Fir,Cedar,Oaks,Chestnut,Ironwoods,Poplars,Tamarack,Cherries,Chamae'is,Nyssa,Juglans ,Buttonwood,Liriodendron ,Magnolia,Other
NY,%,HLC-T5RV,42.38,-78.54,295,43.73%,38.98%,2.71%,1.02%,5.42%,2.03%,2.37%,0.00%,0.00%,0.00%,0.68%,0.00%,0.00%,0.00%,0.68%,0.00%,0.00%,1.36%,0.00%,0.00%,1.02%,0.00%,0.00%,0.00%,0.00%
NY,%,HLC-T5RVII,42.38,-78.77,258,55.43%,21.32%,2.33%,0.78%,12.40%,4.65%,1.55%,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,0.00%,0.00%,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,0.00%
NY,%,HLC-T5RIX,42.38,-79,238,34.03%,18.49%,3.78%,8.82%,18.91%,2.52%,2.94%,1.68%,0.42%,0.00%,0.42%,0.00%,1.26%,0.00%,2.10%,1.26%,0.00%,0.42%,0.00%,0.00%,1.68%,1.26%,0.00%,0.00%,0.00%
NY,%,HLC-T5RXI,42.38,-79.24,243,42.39%,16.46%,4.12%,7.00%,16.87%,4.12%,1.23%,0.41%,1.65%,0.00%,0.00%,0.00%,0.41%,0.00%,2.88%,0.41%,0.00%,0.00%,0.00%,0.41%,0.41%,0.41%,0.00%,0.82%,0.00%
NY,%,Pult T4&5 RV,42.38,-77.53,370,40.00%,7.57%,2.70%,4.86%,20.54%,2.16%,3.51%,8.38%,1.35%,0.00%,0.27%,0.00%,3.51%,0.54%,3.24%,0.27%,0.00%,0.54%,0.00%,0.00%,0.54%,0.00%,0.00%,0.00%,0.00%
NY,%,Pult T4-5 RVI,42.38,-77.67,169,57.99%,1.78%,0.59%,0.00%,18.34%,0.00%,0.00%,6.51%,0.59%,0.00%,0.00%,0.00%,12.43%,0.00%,1.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Stamford ,42.3701,-74.6185,742,50.40%,25.34%,6.47%,0.00%,1.08%,2.70%,2.83%,0.67%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,5.66%,0.13%,0.00%,2.70%,0.00%,0.00%,0.13%,0.13%,0.00%,0.00%,1.62%
NY,%,Banyar & Wallace Patent ,42.37,-75.24,121,26.45%,12.40%,7.44%,4.13%,12.40%,0.00%,0.00%,10.74%,0.00%,0.00%,0.00%,0.00%,17.36%,3.31%,3.31%,0.83%,0.00%,0.00%,0.00%,0.00%,0.00%,1.65%,0.00%,0.00%,0.00%
NY,%,StateLandsPatent  & adj ,42.37,-74.137,362,25.41%,14.92%,4.70%,1.93%,33.15%,1.93%,0.83%,2.49%,0.55%,0.83%,0.55%,0.00%,6.91%,0.83%,2.76%,0.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.28%,0.00%,0.00%,1.38%
NY,%,ChenangoTri #1,42.37,-75.93,60,45.00%,11.67%,1.67%,3.33%,15.00%,1.67%,5.00%,1.67%,0.00%,0.00%,0.00%,0.00%,1.67%,3.33%,1.67%,0.00%,0.00%,0.00%,0.00%,0.00%,3.33%,3.33%,0.00%,0.00%,1.67%
NY,%,GL #49 HardenbergP ,42.327,-74.403,63,30.16%,9.52%,7.94%,0.00%,47.62%,1.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.59%,0.00%,0.00%,0.00%,0.00%,1.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Pult T3-5 RVII,42.32,-77.79,178,55.62%,13.48%,0.56%,5.62%,10.67%,3.37%,0.56%,1.12%,0.00%,0.00%,0.00%,0.00%,3.37%,0.00%,3.93%,0.00%,0.00%,0.56%,0.00%,0.00%,0.56%,0.56%,0.00%,0.00%,0.00%
NY,%,Chenan Tri #4,42.32,-75.84,52,40.38%,9.62%,3.85%,5.77%,5.77%,1.92%,9.62%,1.92%,3.85%,0.00%,0.00%,0.00%,5.77%,3.85%,1.92%,3.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.92%
NY,%,GL #41 HardenbergP ,42.3008,-74.7091,129,62.02%,17.83%,7.75%,0.00%,1.55%,0.78%,0.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.10%
NY,%,HLC-T4RXIII,42.3,-79.46,235,48.51%,16.17%,3.40%,5.53%,12.34%,5.96%,2.55%,0.00%,1.28%,0.00%,0.00%,0.00%,0.85%,0.00%,1.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.43%,0.85%,0.00%,0.85%,0.00%
NY,%,Pult T3&4 RI&II,42.29,-77.09,80,13.75%,6.25%,2.50%,2.50%,17.50%,1.25%,0.00%,10.00%,0.00%,0.00%,0.00%,0.00%,32.50%,10.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,1.25%,0.00%,0.00%,0.00%,0.00%
NY,%,GL #19 HardenbergP ,42.281,-74.521,84,61.90%,22.62%,5.95%,0.00%,2.38%,1.19%,1.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.38%
NY,%,Bedlington (Leake) H. White 1770Patent ,42.27,-74.98,108,73.15%,11.11%,5.56%,0.00%,5.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.93%,0.00%,0.00%,0.00%,0.00%
NY,%,Watkins & Flint,42.27,-76.82,124,20.16%,13.71%,4.84%,2.42%,2.42%,3.23%,0.81%,13.71%,0.00%,0.00%,0.00%,0.00%,30.65%,2.42%,3.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.81%,0.00%,0.00%,1.61%
NY,%,GL #20 HardenbergP ,42.264,-74.452,76,60.53%,9.21%,5.26%,0.00%,18.42%,0.00%,0.00%,1.32%,0.00%,0.00%,0.00%,0.00%,2.63%,1.32%,1.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Clinton Twp ,42.2582,-75.5247,138,27.54%,11.59%,13.77%,0.72%,4.35%,0.00%,0.00%,0.72%,0.00%,1.45%,0.00%,0.00%,5.80%,23.19%,10.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,GL #40 HardenbergP ,42.2575,-74.7221,128,60.94%,15.63%,5.47%,0.00%,4.69%,1.56%,1.56%,0.00%,0.00%,0.00%,0.00%,0.00%,1.56%,0.00%,7.81%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.78%
NY,%,Hillsdale,42.2502,-73.5265,115,2.61%,4.35%,1.74%,0.87%,2.61%,0.87%,0.00%,7.83%,8.70%,0.00%,0.00%,0.00%,45.22%,19.13%,0.00%,0.87%,0.00%,2.61%,0.00%,0.00%,0.87%,1.74%,0.00%,0.00%,0.00%
NY,%,Hudson&Claverack,42.2489,-73.73276,315,0.32%,6.98%,0.32%,0.00%,0.95%,0.95%,3.49%,5.08%,11.43%,0.00%,0.00%,0.63%,56.83%,5.08%,2.54%,0.95%,0.00%,0.32%,0.00%,0.00%,1.59%,0.63%,0.00%,0.00%,1.90%
NY,%,Provost (Livingston) Pat NY,42.24,-75.18,102,42.16%,35.29%,2.94%,0.00%,8.82%,0.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.94%,5.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.98%,0.00%,0.00%,0.00%,0.00%
NY,%,GL #22 HardenbergP ,42.238,-74.307,289,41.52%,15.22%,5.54%,0.69%,28.72%,1.38%,1.04%,1.04%,0.00%,0.00%,0.69%,0.00%,0.35%,0.00%,2.08%,0.00%,0.00%,0.35%,0.00%,0.00%,0.35%,0.69%,0.00%,0.00%,0.35%
NY,%,GL #23 HardenbergP ,42.222,-74.254,57,35.09%,12.28%,10.53%,0.00%,35.09%,0.00%,0.00%,0.00%,0.00%,5.26%,0.00%,0.00%,0.00%,0.00%,1.75%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,HLC-T3RI,42.22,-78.16,179,42.46%,25.70%,2.23%,1.12%,5.03%,3.35%,0.56%,1.68%,0.00%,0.00%,0.00%,0.00%,8.38%,3.91%,5.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.56%,0.00%
NY,%,HLC-T3RIII,42.22,-78.33,162,36.42%,36.42%,1.23%,3.70%,3.70%,4.94%,2.47%,2.47%,0.62%,0.00%,0.00%,0.00%,1.85%,0.62%,2.47%,0.00%,0.00%,0.62%,0.00%,0.00%,0.00%,0.00%,0.00%,1.85%,0.62%
NY,%,HLC-T3RV,42.22,-78.54,325,47.38%,32.62%,1.54%,0.92%,2.15%,2.77%,1.23%,1.85%,0.00%,0.00%,0.00%,0.00%,2.15%,2.15%,3.08%,0.00%,0.00%,0.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.92%,0.62%
NY,%,HLC-T3RVII,42.22,-78.77,250,43.60%,24.40%,2.40%,0.80%,2.80%,3.20%,1.60%,4.40%,0.80%,0.80%,0.00%,0.00%,6.40%,5.20%,1.20%,0.00%,0.00%,0.80%,0.00%,0.00%,0.00%,0.00%,0.00%,1.60%,0.00%
NY,%,HLC-T3RIX,42.22,-79,229,48.47%,17.90%,2.62%,7.42%,9.61%,3.49%,3.06%,2.62%,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,1.31%,0.44%,0.00%,0.87%,0.00%,0.00%,0.00%,0.00%,0.00%,1.75%,0.00%
NY,%,HLC-T3RXI,42.22,-79.24,228,42.11%,25.00%,1.32%,4.82%,10.53%,2.63%,1.32%,1.75%,0.44%,0.00%,0.88%,0.00%,3.95%,0.88%,0.44%,0.00%,0.00%,0.88%,0.00%,0.00%,0.00%,0.00%,0.00%,3.07%,0.00%
NY,%,HLC-T3RXV,42.22,-79.67,164,53.66%,16.46%,5.49%,6.71%,4.27%,2.44%,0.61%,0.00%,1.22%,0.00%,0.00%,0.00%,0.00%,3.66%,1.22%,0.61%,0.00%,0.61%,0.00%,0.00%,1.22%,0.61%,0.00%,1.22%,0.00%
NY,%,Katskill Patent,42.212333,-73.93583,268,5.22%,9.33%,0.75%,3.36%,2.61%,0.00%,5.60%,9.33%,10.07%,0.37%,0.00%,0.00%,42.91%,4.10%,1.12%,0.75%,0.00%,1.12%,0.00%,0.00%,0.75%,1.49%,0.00%,0.00%,1.12%
NY,%,GL #39 HardenbergP ,42.211,-74.791,150,62.67%,18.67%,5.33%,0.00%,8.00%,0.67%,1.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.33%,0.00%,0.00%,1.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.67%
NY,%,GL #24 HardenbergP ,42.202,-74.185,93,49.46%,10.75%,5.38%,0.00%,21.51%,1.08%,2.15%,0.00%,0.00%,0.00%,5.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.23%
NY,%,Pult T2&3 RIV,42.19,-77.4,287,24.74%,12.54%,4.53%,1.05%,26.13%,1.74%,1.05%,13.94%,1.05%,0.00%,0.00%,0.00%,8.36%,0.70%,3.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.70%,0.00%,0.00%,0.00%,0.35%
NY,%,Bradstreet & Evans ,42.1847,-75.363,282,54.96%,12.77%,3.90%,1.42%,9.22%,0.00%,0.00%,3.55%,0.00%,0.00%,0.00%,0.00%,0.71%,2.84%,2.84%,0.35%,0.00%,2.84%,0.00%,0.00%,0.71%,1.42%,0.00%,0.00%,2.48%
NY,%,GL #25 HardenbergP ,42.18,-74.126,160,46.25%,11.25%,4.38%,0.00%,35.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.63%,0.00%,0.63%,0.63%,0.00%,0.00%,0.00%,0.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Livingston GL#8,42.148,-74.524,94,32.98%,15.96%,11.70%,0.00%,36.17%,3.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Living'ColNY,42.135,-73.7482,62,1.61%,9.68%,3.23%,4.84%,3.23%,1.61%,1.61%,8.06%,6.45%,0.00%,0.00%,0.00%,48.39%,6.45%,0.00%,0.00%,0.00%,1.61%,0.00%,0.00%,0.00%,3.23%,0.00%,0.00%,0.00%
NY,%,Pult T1&2 R1&II,42.11,-77.1,106,12.26%,8.49%,4.72%,1.89%,16.04%,0.00%,2.83%,21.70%,0.00%,0.00%,0.00%,0.00%,24.53%,3.77%,2.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.94%,0.00%,0.00%,0.00%,0.00%
NY,%,GL #7 & 9 Hard pat,42.1,-74.594,188,56.38%,4.79%,10.11%,0.00%,16.49%,0.53%,0.00%,4.79%,0.00%,0.00%,0.53%,0.00%,1.06%,3.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.60%
NY,%,Pult T1&2RV combi,42.1,-77.54,271,53.87%,8.86%,4.06%,0.74%,27.31%,1.48%,0.37%,0.74%,0.00%,0.00%,0.00%,0.00%,0.74%,0.00%,1.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,GL #36 HardenbergP ,42.093,-75.092,100,47.00%,11.00%,7.00%,0.00%,19.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,0.00%,3.00%,5.00%,0.00%,0.00%,3.00%
NY,%,HLC-T2RXIII,42.09,-79.46,288,37.50%,23.61%,4.51%,2.43%,7.99%,2.08%,0.69%,4.17%,0.00%,0.00%,0.00%,0.00%,7.64%,2.78%,0.35%,0.35%,0.00%,2.08%,0.00%,0.00%,1.39%,0.00%,0.00%,2.08%,0.35%
NY,%,HLC-T1RXV,42.09,-79.67,177,55.37%,21.47%,1.13%,4.52%,9.60%,2.26%,1.13%,1.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.56%,0.00%,0.00%,1.13%,0.00%,0.00%,0.00%,0.00%,0.00%,1.13%,0.00%
NY,%,Morris-Sterett S,42.09,-77.96,139,41.01%,19.42%,0.00%,4.32%,11.51%,1.44%,2.88%,8.63%,0.72%,0.00%,0.00%,0.00%,4.32%,2.16%,1.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.72%,0.00%,0.00%,1.44%,0.00%
NY,%,Chemung,42.08,-76.78,297,1.68%,13.47%,0.34%,4.71%,5.39%,0.67%,8.08%,16.84%,3.37%,0.00%,0.00%,0.00%,25.93%,2.69%,2.02%,0.34%,0.00%,0.00%,0.00%,0.00%,3.37%,8.75%,0.00%,0.00%,2.36%
NY,%,HLC-T1RI,42.06,-78.16,134,35.82%,24.63%,9.70%,2.24%,6.72%,0.75%,0.00%,9.70%,0.75%,0.00%,0.00%,0.00%,5.22%,1.49%,2.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,HLC-T3RIII,42.06,-78.33,132,29.55%,17.42%,3.79%,7.58%,23.48%,0.76%,3.03%,6.82%,1.52%,0.00%,0.00%,0.00%,0.76%,3.03%,2.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,HLC-T1RV,42.06,-78.54,299,34.45%,14.38%,5.35%,2.34%,18.73%,0.67%,0.67%,11.37%,0.67%,0.00%,0.00%,0.00%,6.35%,2.68%,0.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.33%,0.33%,0.00%,0.67%,0.33%
NY,%,HLC-T1RVII,42.06,-78.77,235,30.21%,18.72%,8.09%,2.55%,15.32%,0.85%,0.43%,6.38%,0.85%,0.00%,0.00%,0.00%,9.79%,5.53%,0.00%,0.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.43%,0.00%
NY,%,HLC-T1RIX,42.06,-79,218,24.77%,18.81%,4.59%,0.46%,14.22%,0.92%,0.00%,9.63%,1.38%,0.00%,0.00%,0.00%,8.26%,11.47%,1.83%,0.46%,0.00%,0.00%,0.00%,0.46%,0.00%,0.00%,0.00%,2.75%,0.00%
NY,%,HLC-T1RIX,42.06,-79.24,204,25.49%,26.96%,1.96%,7.35%,5.39%,3.43%,4.41%,6.37%,2.45%,0.00%,0.00%,0.00%,8.33%,2.94%,2.94%,0.00%,0.00%,0.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.98%,0.00%
NY,%,Owego PA line,42.05,-76.38,50,2.00%,10.00%,2.00%,6.00%,6.00%,0.00%,10.00%,18.00%,4.00%,0.00%,0.00%,0.00%,18.00%,2.00%,8.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,4.00%,0.00%,0.00%,0.00%
NY,%,Pult T1 RIII&IV,42.04,-77.34,363,33.33%,10.19%,6.06%,5.51%,26.17%,1.65%,2.20%,4.68%,0.00%,0.00%,0.00%,0.00%,2.75%,0.55%,2.48%,0.00%,0.00%,2.75%,0.00%,0.00%,0.28%,1.38%,0.00%,0.00%,0.00%
NY,%,GL #5 HardenbergP ,41.99,-74.794,682,46.48%,15.25%,12.32%,0.59%,18.77%,1.32%,0.15%,0.15%,0.00%,0.44%,0.59%,0.00%,0.15%,0.73%,1.32%,0.00%,0.00%,0.88%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.73%
NY,%,GL #6 HardenbergP ,41.9877,-74.6,140,55.00%,16.43%,9.29%,0.00%,4.29%,2.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.29%,0.00%,0.00%,1.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.43%
NY,%,Westfield GL#4 HardPat,41.9551,-74.9392,192,39.58%,14.06%,11.46%,0.00%,30.73%,0.00%,1.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.52%,0.00%,0.52%,0.52%,0.00%,0.00%,0.52%,0.52%,0.00%,0.00%,0.00%
NY,%,Little Nine partners,41.9517,-73.71,78,0.00%,6.41%,0.00%,3.85%,0.00%,2.56%,1.28%,10.26%,5.13%,0.00%,0.00%,0.00%,60.26%,5.13%,0.00%,2.56%,0.00%,0.00%,0.00%,1.28%,1.28%,0.00%,0.00%,0.00%,0.00%
NY,%,Beverkill GL#4 HardPat,41.9221,-74.8402,93,47.31%,12.90%,11.83%,0.00%,25.81%,0.00%,0.00%,0.00%,0.00%,1.08%,0.00%,0.00%,1.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Hurley Patent,41.92,-74.08,229,3.49%,19.65%,4.37%,1.75%,15.28%,0.87%,0.44%,4.80%,4.80%,0.00%,0.00%,0.00%,29.26%,6.55%,4.80%,0.00%,0.00%,0.00%,0.00%,1.31%,0.00%,0.00%,0.00%,0.00%,2.62%
NY,%,Kingston Tracts ,41.91,-74,84,3.57%,7.14%,0.00%,4.76%,2.38%,2.38%,3.57%,14.29%,3.57%,0.00%,0.00%,0.00%,42.86%,3.57%,7.14%,1.19%,0.00%,0.00%,0.00%,0.00%,1.19%,0.00%,0.00%,0.00%,2.38%
NY,%,GL#4 HardPat,41.9022,-74.7608,210,46.19%,12.86%,10.48%,0.00%,27.62%,0.48%,0.00%,0.00%,0.00%,0.48%,0.00%,0.00%,0.00%,0.00%,0.95%,0.00%,0.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.48%
NY,%,Nine Partners,41.85,-73.7,182,0.00%,4.40%,0.00%,2.75%,2.20%,0.00%,6.04%,2.20%,10.44%,0.00%,0.00%,0.00%,64.84%,1.65%,0.00%,2.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.30%
NY,%,GL #4 HardenbergP ,41.85,-74.61,378,47.62%,13.76%,7.94%,0.00%,25.40%,1.85%,0.00%,0.00%,0.00%,0.79%,0.00%,0.00%,0.00%,0.00%,1.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.26%,0.53%,0.00%,0.00%,0.53%
NY,%,GL #3 HardenbergP ,41.814,-74.69,430,47.67%,9.07%,1.63%,0.93%,36.28%,1.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.23%,0.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.33%
NY,%,GL #2 HardenbergP ,41.773,-74.773,240,47.92%,5.83%,5.83%,0.00%,35.42%,0.42%,0.42%,0.42%,0.00%,0.00%,0.00%,0.00%,0.42%,0.83%,0.83%,0.00%,0.00%,0.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.25%
NY,%,new,41.75,-74.03,123,4.07%,7.32%,4.88%,0.81%,3.25%,0.00%,5.69%,4.07%,11.38%,0.00%,0.00%,0.00%,46.34%,7.32%,0.00%,0.00%,0.00%,0.00%,0.00%,2.44%,0.00%,0.00%,0.00%,0.00%,2.44%
NY,%,Rochester south west composite ,41.74,-74.43,123,22.76%,5.69%,8.13%,2.44%,35.77%,0.00%,0.00%,12.20%,0.00%,1.63%,0.00%,0.00%,7.32%,1.63%,0.81%,0.00%,0.00%,0.00%,0.00%,0.81%,0.00%,0.00%,0.81%,0.00%,0.00%
NY,%,Poughkeepsie lots ,41.71,-73.93,111,0.00%,5.41%,0.00%,5.41%,0.00%,0.00%,5.41%,0.00%,12.61%,0.00%,0.00%,0.00%,57.66%,5.41%,0.00%,0.90%,0.00%,0.00%,0.00%,0.00%,4.50%,0.00%,0.00%,0.00%,2.70%
NY,%,GL #1 HardenbergP ,41.696,-74.664,191,35.08%,13.61%,7.33%,0.52%,30.89%,0.52%,0.00%,3.14%,0.00%,1.05%,0.00%,0.00%,4.71%,0.52%,0.00%,1.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.57%
NY,%,Beckman & Pawling,41.625,-73.665,111,0.00%,4.50%,1.80%,4.50%,0.00%,3.60%,3.60%,1.80%,20.72%,0.00%,0.00%,0.00%,46.85%,7.21%,3.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,0.00%,0.00%
NY,%,Minisink Patent,41.49,-74.65,196,0.00%,4.08%,0.00%,4.08%,0.51%,0.51%,1.02%,17.86%,8.16%,0.00%,0.00%,0.00%,59.18%,2.55%,0.00%,1.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.51%,0.00%,0.00%
NY,%,NE Wawayanda,41.49,-74.3,140,0.71%,7.86%,0.71%,5.71%,0.00%,0.71%,3.57%,2.86%,18.57%,0.00%,0.00%,0.00%,36.43%,9.29%,3.57%,0.00%,0.00%,1.43%,4.29%,0.00%,0.00%,0.71%,2.14%,0.00%,1.43%
NY,%,Philipse Patent #6,41.445,-73.672,209,3.83%,5.74%,0.48%,5.26%,0.96%,1.44%,2.39%,0.00%,13.88%,1.44%,0.00%,0.00%,52.15%,10.53%,0.96%,0.00%,0.00%,0.00%,0.00%,0.96%,0.00%,0.00%,0.00%,0.00%,0.00%
NY,%,Wawayanda Patent,41.35,-74.42,590,1.53%,4.24%,1.19%,3.05%,0.68%,1.02%,3.90%,0.34%,13.39%,0.00%,0.00%,0.00%,61.53%,5.93%,0.51%,1.53%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,1.02%,0.00%,0.00%
NY,%,Cheescock Patent,41.25,-74.12,489,0.20%,0.20%,3.48%,1.43%,0.00%,0.20%,0.20%,0.00%,16.36%,0.00%,0.00%,0.00%,61.76%,13.70%,0.20%,0.20%,0.00%,0.00%,0.00%,0.20%,1.23%,0.20%,0.20%,0.00%,0.20%
NY,%,Bedford,41.2245,-73.6759,502,0.20%,1.79%,1.39%,1.79%,0.00%,0.20%,2.99%,0.00%,17.13%,0.00%,0.00%,0.00%,67.13%,6.18%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.00%,0.00%,0.00%,0.00%
NY,%,Mamaroneck&White Plains,41.02,-73.758,183,2.73%,6.56%,0.00%,9.29%,0.55%,0.55%,1.09%,0.00%,4.92%,0.00%,0.00%,0.00%,59.56%,9.29%,0.00%,0.00%,0.00%,0.55%,0.00%,0.00%,4.37%,0.00%,0.55%,0.00%,0.00%
NY,%,Eastchester,40.93,-73.79,104,0.00%,0.00%,0.96%,0.00%,0.00%,0.00%,0.00%,0.00%,11.54%,0.00%,0.00%,0.00%,77.88%,5.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.96%,0.96%,0.96%,0.00%,0.96%